ID,Year,113 Cause Name,Cause Name,State,Deaths,Age-adjusted Death Rate
8339,2009,Cerebrovascular diseases (I60-I69),Stroke,United States,128842,39.6
8340,2008,Cerebrovascular diseases (I60-I69),Stroke,United States,134148,42.1
8341,2007,Cerebrovascular diseases (I60-I69),Stroke,United States,135952,43.5
8342,2006,Cerebrovascular diseases (I60-I69),Stroke,United States,137119,44.8
8343,2005,Cerebrovascular diseases (I60-I69),Stroke,United States,143579,48
8344,2004,Cerebrovascular diseases (I60-I69),Stroke,United States,150074,51.2
8345,2003,Cerebrovascular diseases (I60-I69),Stroke,United States,157689,54.6
8346,2002,Cerebrovascular diseases (I60-I69),Stroke,United States,162672,57.2
8347,2001,Cerebrovascular diseases (I60-I69),Stroke,United States,163538,58.4
8348,2000,Cerebrovascular diseases (I60-I69),Stroke,United States,167661,60.9
8349,1999,Cerebrovascular diseases (I60-I69),Stroke,United States,167366,61.6
8350,2016,Cerebrovascular diseases (I60-I69),Stroke,Utah,932,38.8
8351,2015,Cerebrovascular diseases (I60-I69),Stroke,Utah,888,38.4
8352,2014,Cerebrovascular diseases (I60-I69),Stroke,Utah,856,37.9
8353,2013,Cerebrovascular diseases (I60-I69),Stroke,Utah,836,38.2
8354,2012,Cerebrovascular diseases (I60-I69),Stroke,Utah,809,37.8
8355,2011,Cerebrovascular diseases (I60-I69),Stroke,Utah,782,37.8
8356,2010,Cerebrovascular diseases (I60-I69),Stroke,Utah,739,37.1
8357,2009,Cerebrovascular diseases (I60-I69),Stroke,Utah,738,37.6
8358,2008,Cerebrovascular diseases (I60-I69),Stroke,Utah,748,39.7
8359,2007,Cerebrovascular diseases (I60-I69),Stroke,Utah,755,41.3
8360,2006,Cerebrovascular diseases (I60-I69),Stroke,Utah,674,38.2
8361,2005,Cerebrovascular diseases (I60-I69),Stroke,Utah,794,46.9
8362,2004,Cerebrovascular diseases (I60-I69),Stroke,Utah,790,48.6
8363,2003,Cerebrovascular diseases (I60-I69),Stroke,Utah,876,55.2
8364,2002,Cerebrovascular diseases (I60-I69),Stroke,Utah,903,58.1
8365,2001,Cerebrovascular diseases (I60-I69),Stroke,Utah,870,57.2
8366,2000,Cerebrovascular diseases (I60-I69),Stroke,Utah,975,66
8367,1999,Cerebrovascular diseases (I60-I69),Stroke,Utah,869,60.2
8368,2016,Cerebrovascular diseases (I60-I69),Stroke,Vermont,247,29.2
8369,2015,Cerebrovascular diseases (I60-I69),Stroke,Vermont,307,36.4
8370,2014,Cerebrovascular diseases (I60-I69),Stroke,Vermont,266,31.7
8371,2013,Cerebrovascular diseases (I60-I69),Stroke,Vermont,260,31.7
8372,2012,Cerebrovascular diseases (I60-I69),Stroke,Vermont,281,35.9
8373,2011,Cerebrovascular diseases (I60-I69),Stroke,Vermont,227,29.4
8374,2010,Cerebrovascular diseases (I60-I69),Stroke,Vermont,265,35.3
8375,2009,Cerebrovascular diseases (I60-I69),Stroke,Vermont,221,29.7
8376,2008,Cerebrovascular diseases (I60-I69),Stroke,Vermont,281,38.3
8377,2007,Cerebrovascular diseases (I60-I69),Stroke,Vermont,269,38
8378,2006,Cerebrovascular diseases (I60-I69),Stroke,Vermont,264,38.1
8379,2005,Cerebrovascular diseases (I60-I69),Stroke,Vermont,260,38.2
8380,2004,Cerebrovascular diseases (I60-I69),Stroke,Vermont,302,45
8381,2003,Cerebrovascular diseases (I60-I69),Stroke,Vermont,306,46.2
8382,2002,Cerebrovascular diseases (I60-I69),Stroke,Vermont,335,52
8383,2001,Cerebrovascular diseases (I60-I69),Stroke,Vermont,323,50.9
8384,2000,Cerebrovascular diseases (I60-I69),Stroke,Vermont,343,54.9
8385,1999,Cerebrovascular diseases (I60-I69),Stroke,Vermont,344,55.8
8386,2016,Cerebrovascular diseases (I60-I69),Stroke,Virginia,3502,38.2
8387,2015,Cerebrovascular diseases (I60-I69),Stroke,Virginia,3393,38
8388,2014,Cerebrovascular diseases (I60-I69),Stroke,Virginia,3229,37
8389,2013,Cerebrovascular diseases (I60-I69),Stroke,Virginia,3287,38.6
8390,2012,Cerebrovascular diseases (I60-I69),Stroke,Virginia,3394,40.7
8391,2011,Cerebrovascular diseases (I60-I69),Stroke,Virginia,3347,41.7
8392,2010,Cerebrovascular diseases (I60-I69),Stroke,Virginia,3293,42.1
8393,2009,Cerebrovascular diseases (I60-I69),Stroke,Virginia,3244,42.5
8394,2008,Cerebrovascular diseases (I60-I69),Stroke,Virginia,3301,44.5
8395,2007,Cerebrovascular diseases (I60-I69),Stroke,Virginia,3313,45.7
8396,2006,Cerebrovascular diseases (I60-I69),Stroke,Virginia,3523,50.1
8397,2005,Cerebrovascular diseases (I60-I69),Stroke,Virginia,3675,53.7
8398,2004,Cerebrovascular diseases (I60-I69),Stroke,Virginia,3788,56.7
8399,2003,Cerebrovascular diseases (I60-I69),Stroke,Virginia,3938,60.6
8400,2002,Cerebrovascular diseases (I60-I69),Stroke,Virginia,3960,62.4
8401,2001,Cerebrovascular diseases (I60-I69),Stroke,Virginia,4129,66.3
8402,2000,Cerebrovascular diseases (I60-I69),Stroke,Virginia,4104,67.4
8403,1999,Cerebrovascular diseases (I60-I69),Stroke,Virginia,4110,68.7
8404,2016,Cerebrovascular diseases (I60-I69),Stroke,Washington,2910,35.8
8405,2015,Cerebrovascular diseases (I60-I69),Stroke,Washington,2703,34.2
8406,2014,Cerebrovascular diseases (I60-I69),Stroke,Washington,2649,34.3
8407,2013,Cerebrovascular diseases (I60-I69),Stroke,Washington,2652,35.5
8408,2012,Cerebrovascular diseases (I60-I69),Stroke,Washington,2513,34.3
8409,2011,Cerebrovascular diseases (I60-I69),Stroke,Washington,2557,35.8
8410,2010,Cerebrovascular diseases (I60-I69),Stroke,Washington,2548,37
8411,2009,Cerebrovascular diseases (I60-I69),Stroke,Washington,2591,38.6
8412,2008,Cerebrovascular diseases (I60-I69),Stroke,Washington,2773,42.3
8413,2007,Cerebrovascular diseases (I60-I69),Stroke,Washington,2692,42.1
8414,2006,Cerebrovascular diseases (I60-I69),Stroke,Washington,2725,43.6
8415,2005,Cerebrovascular diseases (I60-I69),Stroke,Washington,2895,48.1
8416,2004,Cerebrovascular diseases (I60-I69),Stroke,Washington,3243,55.1
8417,2003,Cerebrovascular diseases (I60-I69),Stroke,Washington,3595,62.4
8418,2002,Cerebrovascular diseases (I60-I69),Stroke,Washington,3753,66.6
8419,2001,Cerebrovascular diseases (I60-I69),Stroke,Washington,3765,68.1
8420,2000,Cerebrovascular diseases (I60-I69),Stroke,Washington,3714,68.7
8421,1999,Cerebrovascular diseases (I60-I69),Stroke,Washington,3718,69.9
8422,2016,Cerebrovascular diseases (I60-I69),Stroke,West Virginia,1039,41.7
8423,2015,Cerebrovascular diseases (I60-I69),Stroke,West Virginia,1079,43.8
8424,2014,Cerebrovascular diseases (I60-I69),Stroke,West Virginia,1103,45.3
8425,2013,Cerebrovascular diseases (I60-I69),Stroke,West Virginia,983,40.7
8426,2012,Cerebrovascular diseases (I60-I69),Stroke,West Virginia,1140,47.9
8427,2011,Cerebrovascular diseases (I60-I69),Stroke,West Virginia,1049,44.8
8428,2010,Cerebrovascular diseases (I60-I69),Stroke,West Virginia,1104,47.8
8429,2009,Cerebrovascular diseases (I60-I69),Stroke,West Virginia,1073,46.7
8430,2008,Cerebrovascular diseases (I60-I69),Stroke,West Virginia,1096,48.3
8431,2007,Cerebrovascular diseases (I60-I69),Stroke,West Virginia,1113,49.7
8432,2006,Cerebrovascular diseases (I60-I69),Stroke,West Virginia,1072,48.5
8433,2005,Cerebrovascular diseases (I60-I69),Stroke,West Virginia,1151,53.2
8434,2004,Cerebrovascular diseases (I60-I69),Stroke,West Virginia,1178,54.8
8435,2003,Cerebrovascular diseases (I60-I69),Stroke,West Virginia,1309,61.2
8436,2002,Cerebrovascular diseases (I60-I69),Stroke,West Virginia,1260,59.3
8437,2001,Cerebrovascular diseases (I60-I69),Stroke,West Virginia,1272,60.1
8438,2000,Cerebrovascular diseases (I60-I69),Stroke,West Virginia,1296,61.3
8439,1999,Cerebrovascular diseases (I60-I69),Stroke,West Virginia,1323,63.1
8440,2016,Cerebrovascular diseases (I60-I69),Stroke,Wisconsin,2481,33.3
8441,2015,Cerebrovascular diseases (I60-I69),Stroke,Wisconsin,2618,35.6
8442,2014,Cerebrovascular diseases (I60-I69),Stroke,Wisconsin,2511,34.6
8443,2013,Cerebrovascular diseases (I60-I69),Stroke,Wisconsin,2536,36
8444,2012,Cerebrovascular diseases (I60-I69),Stroke,Wisconsin,2520,36
8445,2011,Cerebrovascular diseases (I60-I69),Stroke,Wisconsin,2554,37.2
8446,2010,Cerebrovascular diseases (I60-I69),Stroke,Wisconsin,2609,38.8
8447,2009,Cerebrovascular diseases (I60-I69),Stroke,Wisconsin,2501,37.7
8448,2008,Cerebrovascular diseases (I60-I69),Stroke,Wisconsin,2638,40.1
8449,2007,Cerebrovascular diseases (I60-I69),Stroke,Wisconsin,2738,42.6
8450,2006,Cerebrovascular diseases (I60-I69),Stroke,Wisconsin,2829,44.6
8451,2005,Cerebrovascular diseases (I60-I69),Stroke,Wisconsin,2960,47.4
8452,2004,Cerebrovascular diseases (I60-I69),Stroke,Wisconsin,3071,50
8453,2003,Cerebrovascular diseases (I60-I69),Stroke,Wisconsin,3216,53.1
8454,2002,Cerebrovascular diseases (I60-I69),Stroke,Wisconsin,3479,58.4
8455,2001,Cerebrovascular diseases (I60-I69),Stroke,Wisconsin,3658,62.4
8456,2000,Cerebrovascular diseases (I60-I69),Stroke,Wisconsin,3598,62.2
8457,1999,Cerebrovascular diseases (I60-I69),Stroke,Wisconsin,3869,67.5
8458,2016,Cerebrovascular diseases (I60-I69),Stroke,Wyoming,208,31.7
8459,2015,Cerebrovascular diseases (I60-I69),Stroke,Wyoming,198,31.4
8460,2014,Cerebrovascular diseases (I60-I69),Stroke,Wyoming,189,30.2
8461,2013,Cerebrovascular diseases (I60-I69),Stroke,Wyoming,213,35.1
8462,2012,Cerebrovascular diseases (I60-I69),Stroke,Wyoming,205,34.9
8463,2011,Cerebrovascular diseases (I60-I69),Stroke,Wyoming,214,37.2
8464,2010,Cerebrovascular diseases (I60-I69),Stroke,Wyoming,204,37.2
8465,2009,Cerebrovascular diseases (I60-I69),Stroke,Wyoming,233,42.6
8466,2008,Cerebrovascular diseases (I60-I69),Stroke,Wyoming,234,44.4
8467,2007,Cerebrovascular diseases (I60-I69),Stroke,Wyoming,209,40.5
8468,2006,Cerebrovascular diseases (I60-I69),Stroke,Wyoming,236,46.5
8469,2005,Cerebrovascular diseases (I60-I69),Stroke,Wyoming,221,45.1
8470,2004,Cerebrovascular diseases (I60-I69),Stroke,Wyoming,214,44.2
8471,2003,Cerebrovascular diseases (I60-I69),Stroke,Wyoming,253,53.9
8472,2002,Cerebrovascular diseases (I60-I69),Stroke,Wyoming,243,52.8
8473,2001,Cerebrovascular diseases (I60-I69),Stroke,Wyoming,260,56.7
8474,2000,Cerebrovascular diseases (I60-I69),Stroke,Wyoming,260,58.3
8475,1999,Cerebrovascular diseases (I60-I69),Stroke,Wyoming,265,60.7
8476,2016,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alabama,788,15.7
8477,2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alabama,750,14.9
8478,2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alabama,715,14.5
8479,2013,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alabama,721,14.4
8480,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alabama,724,14.7
8481,2011,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alabama,654,13.2
8482,2010,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alabama,679,14
8483,2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alabama,673,13.7
8484,2008,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alabama,604,12.6
8485,2007,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alabama,592,12.4
8486,2006,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alabama,580,12.4
8487,2005,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alabama,535,11.5
8488,2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alabama,541,11.7
8489,2003,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alabama,521,11.4
8490,2002,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alabama,514,11.5
8491,2001,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alabama,512,11.4
8492,2000,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alabama,583,13.1
8493,1999,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alabama,555,12.5
8494,2016,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alaska,193,25.8
8495,2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alaska,201,26.9
8496,2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alaska,167,22.1
8497,2013,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alaska,171,23.2
8498,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alaska,168,23
8499,2011,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alaska,143,20
8500,2010,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alaska,164,22.8
8501,2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alaska,143,20
8502,2008,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alaska,169,24.4
8503,2007,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alaska,149,22.6
8504,2006,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alaska,135,19.9
8505,2005,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alaska,131,19.9
8506,2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alaska,155,23
8507,2003,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alaska,124,20.3
8508,2002,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alaska,132,20.8
8509,2001,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alaska,102,15.9
8510,2000,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alaska,137,21.5
8511,1999,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alaska,96,16.8
8512,2016,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arizona,1271,17.7
8513,2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arizona,1276,18.2
8514,2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arizona,1244,18
8515,2013,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arizona,1163,17.5
8516,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arizona,1156,17.3
8517,2011,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arizona,1160,17.8
8518,2010,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arizona,1093,17
8519,2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arizona,1060,16.7
8520,2008,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arizona,972,15.5
8521,2007,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arizona,1016,16.5
8522,2006,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arizona,979,16.3
8523,2005,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arizona,945,16.4
8524,2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arizona,880,15.8
8525,2003,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arizona,840,15.5
8526,2002,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arizona,886,16.6
8527,2001,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arizona,767,14.8
8528,2000,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arizona,784,15.6
8529,1999,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arizona,766,15.5
8530,2016,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arkansas,555,18.2
8531,2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arkansas,577,19.1
8532,2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arkansas,515,17.3
8533,2013,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arkansas,516,17.3
8534,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arkansas,485,16.3
8535,2011,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arkansas,462,16
8536,2010,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arkansas,447,15.5
8537,2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arkansas,422,14.5
8538,2008,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arkansas,447,15.5
8539,2007,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arkansas,402,14.2
8540,2006,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arkansas,376,13.3
8541,2005,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arkansas,400,14.3
8542,2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arkansas,361,13
8543,2003,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arkansas,374,13.6
8544,2002,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arkansas,377,14
8545,2001,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arkansas,382,14.3
8546,2000,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arkansas,349,13
8547,1999,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arkansas,336,12.6
8548,2016,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,California,4294,10.5
8549,2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,California,4167,10.3
8550,2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,California,4214,10.5
8551,2013,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,California,4025,10.2
8552,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,California,3893,10
8553,2011,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,California,3996,10.4
8554,2010,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,California,3913,10.3
8555,2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,California,3823,10.2
8556,2008,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,California,3775,10.3
8557,2007,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,California,3602,9.9
8558,2006,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,California,3334,9.3
8559,2005,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,California,3206,9.1
8560,2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,California,3368,9.7
8561,2003,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,California,3397,9.9
8562,2002,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,California,3228,9.6
8563,2001,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,California,2831,8.5
8564,2000,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,California,2969,9.1
8565,1999,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,California,3077,9.6
8566,2016,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Colorado,1168,20.5
8567,2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Colorado,1093,19.5
8568,2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Colorado,1083,19.9
8569,2013,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Colorado,1007,18.6
8570,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Colorado,1052,19.7
8571,2011,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Colorado,913,17.5
8572,2010,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Colorado,865,16.8
8573,2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Colorado,941,18.7
8574,2008,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Colorado,803,16.1
8575,2007,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Colorado,811,16.6
8576,2006,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Colorado,730,15.3
8577,2005,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Colorado,800,17.2
8578,2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Colorado,797,17.2
8579,2003,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Colorado,728,16.1
8580,2002,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Colorado,727,16.2
8581,2001,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Colorado,722,16.5
8582,2000,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Colorado,613,14.3
8583,1999,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Colorado,574,13.7
8584,2016,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Connecticut,397,10.1
8585,2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Connecticut,384,9.9
8586,2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Connecticut,379,9.8
8587,2013,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Connecticut,330,8.7
8588,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Connecticut,368,9.9
8589,2011,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Connecticut,370,9.8
8590,2010,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Connecticut,353,9.4
8591,2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Connecticut,316,8.5
8592,2008,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Connecticut,315,8.5
8593,2007,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Connecticut,271,7.3
8594,2006,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Connecticut,292,8
8595,2005,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Connecticut,295,8.1
8596,2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Connecticut,294,8.2
8597,2003,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Connecticut,272,7.5
8598,2002,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Connecticut,260,7.3
8599,2001,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Connecticut,283,8.1
8600,2000,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Connecticut,304,8.8
8601,1999,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Connecticut,274,7.9
8602,2016,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Delaware,119,11.5
8603,2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Delaware,122,12.6
8604,2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Delaware,126,13.2
8605,2013,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Delaware,122,12.5
8606,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Delaware,125,13.2
8607,2011,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Delaware,105,11
8608,2010,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Delaware,106,11.3
8609,2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Delaware,107,11.7
8610,2008,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Delaware,109,11.9
8611,2007,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Delaware,95,10.6
8612,2006,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Delaware,91,10.3
8613,2005,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Delaware,83,9.7
8614,2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Delaware,93,11
8615,2003,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Delaware,94,11.4
8616,2002,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Delaware,74,9.1
8617,2001,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Delaware,108,13.5
8618,2000,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Delaware,82,10.4
8619,1999,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Delaware,86,11
8620,2016,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,District of Columbia,40,5.2
8621,2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,District of Columbia,34,4.9
8622,2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,District of Columbia,52,7.8
8623,2013,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,District of Columbia,38,5.7
8624,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,District of Columbia,37,5.7
8625,2011,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,District of Columbia,37,5.6
8626,2010,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,District of Columbia,41,6.9
8627,2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,District of Columbia,29,4.4
8628,2008,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,District of Columbia,43,7.3
8629,2007,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,District of Columbia,36,6
8630,2006,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,District of Columbia,30,5.2
